Ensembl ID#,S2-013-1,S2-013-2,S2-013-3,S2-LM7AA-1,S2-LM7AA-2,S2-LM7AA-3,Suit2-1,Suit2-2,Suit2-3,Suit2-OE-1,Suit2-OE-2,Suit2-OE-3
ENSG00000014123.10,1919,1666,1429,1298,2195,1351,1343,999,1009,1304,1775,1801
ENSG00000014138.9,284,263,359,254,402,453,168,143,111,223,258,311
ENSG00000014164.7,1210,953,834,611,1091,714,464,499,408,799,687,804
ENSG00000014216.15,9984,8264,8290,10374,18523,12586,10082,9812,8193,12361,13785,15578
ENSG00000014257.16,1,10,8,22,54,36,35,18,13,29,66,45
ENSG00000014641.19,9758,7870,9178,4275,7513,5441,4765,4550,3607,5123,6554,7486
ENSG00000014824.14,4431,3765,3524,4698,8196,5112,3426,2781,2685,3522,4556,5044
ENSG00000014914.21,1118,1530,1255,1090,2424,1290,1164,920,764,1127,2225,1724
ENSG00000014919.12,2320,1975,2009,1673,2887,1897,1876,1494,1298,1608,2118,2392
ENSG00000015133.19,3060,2302,2042,1440,2456,1391,1229,826,845,1657,1686,1975
ENSG00000015153.14,1577,1230,1259,902,1680,1087,799,721,548,811,1010,1141
ENSG00000015171.19,6120,4778,4781,3347,5490,3333,3209,2425,2472,3221,3769,4427
ENSG00000015285.10,41,29,33,6,13,5,3,7,5,8,4,15
ENSG00000015413.9,202,102,114,514,1048,929,671,647,585,1894,2578,2132
ENSG00000015475.18,8561,6282,7375,2952,4956,3620,2657,2349,1603,3489,3701,4870
ENSG00000015479.19,63,57,60,42,103,34,51,33,26,37,45,53
ENSG00000015520.14,12,26,8,58,2,2,0,1,0,0,0,1
ENSG00000015532.10,2015,1724,1816,1044,1891,1223,804,742,539,1195,1482,1528
ENSG00000015568.13,1,2,2,2,4,1,0,0,0,2,4,0
ENSG00000015592.16,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000015676.18,2821,2405,2608,2418,4038,2839,1827,1664,1511,2268,2614,2921
ENSG00000016082.15,375,378,387,608,1094,732,560,412,348,526,549,733
ENSG00000016391.11,1066,919,866,870,1556,976,245,202,168,414,434,595
ENSG00000016402.13,1405,1543,1571,1843,3904,2631,3092,2400,2513,2609,3895,3669
ENSG00000016490.15,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000016602.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000016864.18,1969,1790,1839,1901,3627,2208,1361,1226,996,1661,2241,2371
ENSG00000017260.19,9727,7938,7656,6148,10001,6466,5774,4406,4574,5736,7333,7740
ENSG00000017427.16,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000017483.15,2,4,1,12,13,4,8,4,4,2,9,11
ENSG00000017797.13,4548,3605,3585,2677,4685,2956,2585,1943,1910,2665,3132,3651
ENSG00000018189.13,1111,988,871,684,1298,729,700,415,425,733,833,967
ENSG00000018236.15,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000018280.17,2,3,11,10,21,3,3,9,7,8,16,20
ENSG00000018408.14,16882,13142,12903,7277,12354,7358,3882,2950,3050,4903,5868,6056
ENSG00000018510.16,8191,6358,5877,3883,6493,3761,4362,3122,3107,4162,4743,5472
ENSG00000018607.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000018610.14,1319,1045,1256,989,1696,1338,907,775,662,858,942,1383
ENSG00000018625.15,0,0,0,1,1,0,1,0,0,0,0,0
ENSG00000018699.13,3120,2327,2485,1275,2197,1553,1696,1376,1200,1501,1461,2150
ENSG00000018869.16,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000019102.12,56,48,46,6,18,9,15,11,8,11,22,24
ENSG00000019144.19,4543,3990,3917,3470,6636,3999,2080,1647,1706,3630,4292,4185
ENSG00000019169.10,1,0,0,3,0,0,0,0,0,1,1,0
ENSG00000019186.10,140,118,119,7,30,15,104,62,60,351,592,413
ENSG00000019485.13,763,627,539,689,1060,758,456,337,359,491,578,581
ENSG00000019505.8,3007,3184,2718,4309,7512,4623,2529,2773,2867,1695,3053,2942
ENSG00000019549.13,6,3,2,98,190,90,98,71,78,110,94,130
ENSG00000019582.15,8120,7737,7623,5281,7851,4929,1520,1206,883,3721,4389,3668
ENSG00000019991.18,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000019995.6,968,786,777,470,810,491,436,337,336,471,703,714
ENSG00000020129.16,3071,2261,2378,1972,3501,2384,1915,1756,1442,2439,2023,3078
ENSG00000020181.18,266,299,270,80,135,81,6,3,2,57,70,42
ENSG00000020219.9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000020256.20,1102,1039,925,1056,2035,1347,994,820,729,1282,1578,1592
ENSG00000020426.11,1022,838,920,665,1082,828,646,452,384,573,725,826
ENSG00000020577.13,1551,1195,1170,816,1370,714,453,221,246,593,611,764
ENSG00000020633.18,784,646,664,1150,1954,1431,863,717,593,1101,1297,1329
ENSG00000020922.12,4484,3707,3595,3027,5561,3289,2484,1779,1806,2521,3371,3638
ENSG00000021300.14,425,446,403,251,479,295,150,131,118,339,521,355
ENSG00000021355.13,1907,1703,1796,2053,3481,2332,1945,2116,1733,1981,3242,3050
ENSG00000021461.16,2,0,0,0,0,1,0,0,0,0,1,0
ENSG00000021488.13,1,0,0,2,0,0,0,0,0,0,0,1
ENSG00000021574.12,2327,1734,1845,1205,2112,1222,1364,937,847,1372,1607,1860
ENSG00000021645.18,13,5,8,1,0,0,1,0,0,1,2,0
ENSG00000021762.20,2531,2066,2053,1262,2371,1455,882,799,575,1641,1799,1908
ENSG00000021776.11,4790,3617,3358,1714,3014,1738,2680,1754,1932,2734,3301,3649
ENSG00000021826.16,19,12,13,39,25,8,1,4,3,28,34,23
ENSG00000021852.13,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000022267.19,5523,4365,4595,3214,5189,3214,1351,1085,885,2168,2599,2648
ENSG00000022277.12,3683,2862,3473,3471,6336,4936,3038,2653,2114,3072,3776,4719
ENSG00000022355.18,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000022556.16,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000022567.9,2323,1947,1875,668,1225,798,633,594,532,973,1060,1203
ENSG00000022840.16,6379,5591,6096,4483,7284,5025,4087,3717,3272,5310,6571,7139
ENSG00000022976.15,497,419,433,222,427,277,182,158,136,236,267,303
ENSG00000023041.11,4645,3638,3654,2471,4574,2786,3095,2459,2245,2723,3144,4110
ENSG00000023171.18,165,238,170,17,13,10,1,1,4,20,63,26
ENSG00000023191.17,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000023228.14,0,1,0,0,2,0,0,0,0,0,0,0
ENSG00000023287.13,4829,4085,3657,3164,5683,3202,2847,1963,2006,2674,4015,3595
ENSG00000023318.8,3377,2935,3010,2010,3509,2303,2442,2304,1744,2291,3051,3502
ENSG00000023330.15,3196,2793,2790,4198,7880,5810,4147,3392,2876,3833,4295,5329
ENSG00000023445.14,2807,1559,1193,2838,4381,2500,1479,905,813,1964,2028,2143
ENSG00000023516.9,3416,2981,2326,2479,4655,2250,2010,1064,1535,1933,2669,2419
ENSG00000023572.9,1328,1051,1111,935,1724,1135,1217,1174,855,810,875,1442
ENSG00000023608.5,551,388,540,267,439,303,177,137,125,225,240,324
ENSG00000023697.13,3266,2620,2924,2751,4846,3339,2326,2137,1819,2472,2995,3346
ENSG00000023734.11,22179,16664,18790,15248,26420,18284,15072,13401,10468,14052,15198,21024
ENSG00000023839.12,3377,2864,2664,1603,3437,1983,3977,2620,3269,2047,2561,3061
ENSG00000023892.11,2197,1720,2007,719,1243,928,822,697,538,1091,1195,1431
ENSG00000023902.14,439,423,531,433,738,539,169,125,102,281,316,393
ENSG00000023909.10,5599,3333,3432,2800,4509,2688,2512,1674,1566,2374,1967,2926
ENSG00000024048.10,2063,1924,1544,1319,2592,1280,1243,740,909,1249,1750,1732
ENSG00000024422.12,4381,3821,3655,1995,3770,2302,1357,1182,1110,2062,2603,2329
ENSG00000024526.17,9174,6248,6394,4317,7068,3807,4087,2766,3386,3714,4181,4563
ENSG00000024862.17,823,758,949,406,797,585,352,289,261,477,816,723
ENSG00000025039.15,857,670,716,218,361,207,60,98,66,273,370,263
ENSG00000025156.13,1446,1080,1237,792,1398,833,517,418,379,571,685,824
ENSG00000025293.17,4199,3625,3593,3044,5226,3228,2408,1769,1947,2909,3596,3767
ENSG00000025423.11,383,262,335,33,75,66,24,37,32,35,29,58
ENSG00000025434.19,642,597,604,891,1663,1165,1173,1139,746,1396,1720,1760
ENSG00000025708.14,90,97,93,114,220,176,89,88,75,152,203,180
ENSG00000025770.19,6854,4975,5912,3838,6666,5115,3325,3068,2383,4516,3637,5748
ENSG00000025772.8,6054,4525,5079,5004,8109,5894,5182,5252,4192,4841,4851,6957
ENSG00000025796.14,10848,8722,8972,6947,11983,7674,5927,4602,4202,5477,7068,8761
ENSG00000025800.14,6178,5123,5526,3985,6275,4368,3251,2795,2398,3682,4244,5289
ENSG00000026025.16,62586,51061,53622,38201,66521,45287,16660,15739,11792,19539,25835,29131
ENSG00000026036.22,178,169,168,110,253,135,122,53,29,157,67,209
ENSG00000026103.22,1471,1137,1173,1017,1805,1063,984,862,782,891,1196,1418
ENSG00000026297.15,665,610,717,531,1078,891,359,277,183,514,723,767
ENSG00000026508.18,59641,50483,47286,37360,61684,38227,29463,24622,20440,33280,42424,42994
ENSG00000026559.14,166,140,165,79,99,66,34,30,14,53,76,58
ENSG00000026652.15,378,397,331,187,318,205,64,39,34,167,223,144
ENSG00000026751.17,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000026950.17,713,802,827,401,773,488,263,219,171,402,717,601
ENSG00000027001.10,1317,1181,1224,1582,2834,1997,1285,1221,1082,1279,1667,1900
ENSG00000027075.15,700,527,545,119,216,168,238,175,142,263,391,375
ENSG00000027644.5,1,0,0,0,0,0,0,0,2,0,0,0
ENSG00000027697.14,1759,1600,1489,2516,4592,3111,2728,2254,2022,2398,3206,3676
ENSG00000027847.14,1225,910,1076,1038,1836,1367,841,815,604,1197,1159,1415
ENSG00000027869.11,52,50,46,37,58,55,32,38,18,37,44,43
ENSG00000028116.17,872,683,674,573,1080,651,721,485,495,545,671,740
ENSG00000028137.19,4168,2844,3323,2461,4151,3303,2369,1763,1331,3902,2367,4733
ENSG00000028203.18,5022,4131,3891,2256,3957,2273,2131,1708,1719,2450,2794,3261
ENSG00000028277.21,31,21,23,24,28,17,13,21,14,33,29,33
ENSG00000028310.18,3264,2543,2931,2184,3910,2665,1785,1372,1223,2105,1753,2826
ENSG00000028528.15,4736,4210,4505,1819,3126,2187,2132,1670,1476,2739,3506,3745
ENSG00000028839.10,1553,1228,1282,764,1330,896,587,519,410,619,712,878
ENSG00000029153.14,5405,3972,3934,3259,5217,2927,2739,1870,1984,3043,2939,3843
ENSG00000029363.17,18410,13408,12717,8454,14204,7948,10153,6799,6868,8218,8862,11374
ENSG00000029364.12,4335,3616,3656,2695,4773,3034,2727,2044,1895,3257,4004,4463
ENSG00000029534.20,5901,6071,5048,4805,8041,4657,2550,1705,2170,3682,5806,4508
ENSG00000029559.7,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000029639.11,614,488,518,358,711,532,396,314,245,351,502,521
ENSG00000029725.17,4883,3677,3537,2876,4919,3142,2521,1631,1829,2416,2666,3208
ENSG00000029993.15,4920,4289,5288,3473,5811,4590,3229,2658,2267,3329,4315,5663
ENSG00000030066.13,3942,3040,3045,2421,4073,2262,2316,1146,1562,2346,2491,3170
ENSG00000030110.13,1832,1666,1708,1078,1778,1212,869,993,649,1258,1414,1615
ENSG00000030304.14,1,0,0,0,1,0,3,0,1,0,0,0
ENSG00000030419.16,6,5,9,47,123,56,297,176,206,208,410,339
ENSG00000030582.18,8128,6997,7682,5199,9271,6672,3178,3745,2993,6124,8159,6434
ENSG00000031003.10,2969,2220,2101,1335,2199,1281,1163,817,796,1068,1313,1504
ENSG00000031081.11,1133,1081,836,765,1245,669,245,148,158,536,612,549
ENSG00000031691.7,679,589,625,475,847,550,437,407,317,397,490,617
ENSG00000031698.13,7776,6444,7557,5310,9794,7479,4542,4066,3358,5596,6656,7789
ENSG00000031823.14,3354,2486,3050,2131,3574,2594,1626,1415,1173,2202,2094,2843
ENSG00000032219.19,894,797,746,616,1088,618,588,514,413,678,1006,1039
ENSG00000032389.12,2108,1694,1969,1203,2185,1745,1585,1414,1160,1710,1918,2313
ENSG00000032444.16,2924,2809,2866,2560,4927,3282,1221,1155,984,2362,3070,2643
ENSG00000032742.17,589,540,487,524,986,675,523,357,358,359,539,558
ENSG00000033011.12,1216,930,1000,1047,1796,1381,1053,915,715,1156,1120,1518
ENSG00000033030.14,1868,1389,1394,829,1568,911,1017,741,592,1092,1199,1492
ENSG00000033050.9,1215,813,992,784,1127,1029,700,658,436,724,645,1060
ENSG00000033100.16,2027,1514,1753,1899,3456,2233,1405,1282,1103,2161,2086,2474
ENSG00000033122.20,53,67,74,44,80,43,37,18,22,51,38,63
ENSG00000033170.16,4623,3380,3053,1278,2001,1140,1634,1216,1171,1952,1766,2496
ENSG00000033178.13,6139,4802,4470,4103,7695,4149,4962,2871,3347,4241,5304,5757
ENSG00000033327.13,770,743,544,814,1470,816,555,387,460,574,751,716
ENSG00000033627.16,1995,1602,1678,1682,3073,1876,1491,981,889,1510,1754,2049
ENSG00000033800.13,2114,1820,1683,843,1473,829,1037,756,773,1185,1513,1477
ENSG00000033867.16,8451,6027,5185,6069,11312,5804,4998,2787,3784,4288,4751,5517
ENSG00000034053.14,0,1,2,0,0,0,0,0,0,0,0,0
ENSG00000034152.19,4041,2949,3388,1951,3234,2510,2316,2024,1680,2833,2519,3639
ENSG00000034239.11,0,0,0,4,5,3,34,18,28,26,51,27
ENSG00000034510.6,54312,48599,66750,25742,47567,44785,27972,26980,20004,26673,47135,54570
ENSG00000034533.11,435,368,411,248,464,330,241,212,155,262,265,389
ENSG00000034677.13,2987,2768,2606,1100,1992,1162,749,592,582,1045,1438,1334
ENSG00000034693.15,1461,1135,1257,688,1256,790,691,544,492,645,791,966
ENSG00000034713.8,2569,2278,2801,1837,3116,2316,1630,1498,1156,1566,2537,2571
ENSG00000034971.17,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000035115.22,1031,963,842,309,585,343,1024,975,852,1130,1686,1596
ENSG00000035141.8,6343,4636,5866,2154,3665,2844,3450,3114,2366,2671,2947,4666
ENSG00000035403.17,43844,35585,30891,32467,54486,30841,24310,16593,18078,28653,30926,34328
ENSG00000035499.13,3286,2505,2801,1324,2030,1313,1594,1099,1310,1434,1470,1871
ENSG00000035664.11,52,43,29,6,14,5,5,5,1,16,15,21
ENSG00000035681.9,2879,2376,2325,1971,3572,2251,1895,1349,1278,1717,1923,2448
ENSG00000035687.10,6333,5140,5208,3754,6521,4152,3792,2978,2856,3577,4093,5273
ENSG00000035720.8,1,0,0,0,1,0,0,0,2,2,0,0
ENSG00000035862.12,13824,11813,12115,14636,24296,17090,9315,10118,8506,12281,15008,15036
ENSG00000035928.16,6137,5207,4962,5315,8945,5619,3656,2753,2698,4009,4667,5657
ENSG00000036054.13,1768,1408,1468,1289,2337,1337,1109,879,908,1168,1588,1668
ENSG00000036257.13,6346,4786,4774,3777,6511,4082,4348,3288,3158,4074,4432,5596
ENSG00000036448.10,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000036473.8,0,0,0,0,0,1,0,0,0,0,0,1
ENSG00000036530.9,3,5,2,2,7,6,1,1,0,5,2,1
ENSG00000036549.13,6817,4929,4711,3281,5705,3221,2930,1895,2180,2815,3344,3919
ENSG00000036565.15,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000036672.16,109,109,100,55,73,59,33,18,32,41,36,43
ENSG00000036828.16,0,0,0,0,0,0,0,0,0,2,5,7
ENSG00000037042.9,481,445,470,428,924,520,355,288,185,427,539,519
ENSG00000037241.7,1793,1322,1841,1138,1830,1642,1081,988,728,967,1232,1874
ENSG00000037280.16,3,1,1,1,0,0,0,0,0,0,0,0
ENSG00000037474.15,10133,6896,7798,5800,10262,7297,6632,5007,4495,5613,4609,8415
ENSG00000037637.11,1623,1349,1404,1167,1894,1346,941,683,705,982,1211,1347
ENSG00000037749.12,1714,1512,1261,1033,1786,949,964,557,715,1008,1100,1359
ENSG00000037757.14,614,454,559,293,662,445,293,195,175,365,374,510
ENSG00000037897.17,2359,1595,2243,1826,3078,2535,2175,1765,1478,1853,1310,2702
ENSG00000037965.6,438,441,475,212,319,286,142,98,94,210,211,268
ENSG00000038002.9,503,419,433,603,1069,664,421,341,296,509,712,638
ENSG00000038210.14,3089,2474,2583,2103,3769,2201,1718,1417,1363,2042,2445,2589
ENSG00000038219.13,4602,3898,3502,2705,4853,2711,2791,1587,2119,2624,3657,3688
ENSG00000038274.17,5726,5115,5196,4390,7622,4897,3931,3252,2913,3974,5388,5766
ENSG00000038295.8,1,0,0,1,0,0,3,2,0,1,1,0
ENSG00000038358.15,4024,2964,3039,2315,4073,2535,1999,1356,1283,2577,2221,2902
ENSG00000038382.20,10669,8060,6567,4564,7884,4281,2770,1413,1898,4583,4704,4988
ENSG00000038427.16,53566,62071,38233,39117,80533,36891,33467,11396,20658,30406,62707,37257
ENSG00000038532.16,1931,1499,1400,1379,2254,1359,958,729,861,1279,1292,1472
ENSG00000038945.15,0,0,0,3,0,0,0,0,0,0,1,0
ENSG00000039068.19,2063,1708,1538,380,734,574,3731,2850,2857,2664,4254,4321
ENSG00000039123.16,9135,6721,7015,5489,9338,5845,5738,3873,3798,4911,5428,6915
ENSG00000039139.9,511,444,395,216,391,258,138,71,78,246,274,274
ENSG00000039319.17,3858,3173,2554,3085,5748,2793,2742,1510,2032,2398,3165,3060
ENSG00000039523.20,4010,3025,3158,2348,3993,2534,1593,1428,1146,2278,2128,2689
ENSG00000039537.13,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000039560.14,5527,4087,3647,3632,5469,3038,1741,1127,1226,2204,1764,2462
ENSG00000039600.11,0,1,0,6,19,12,7,2,3,2,7,7
ENSG00000039650.12,1505,1270,1513,1239,2188,1567,1106,1006,740,1625,1472,1995
ENSG00000039987.6,0,1,0,0,0,0,0,0,0,0,0,1
ENSG00000040199.18,1868,1416,1357,2010,4046,2596,1465,932,1068,1685,2288,2377
ENSG00000040275.17,13874,8640,9893,4754,8091,4787,2875,2052,2075,3128,2463,4092
ENSG00000040341.18,3062,2742,2645,2250,3918,2302,1640,1162,1246,1842,2689,2427
ENSG00000040487.13,411,373,360,242,426,279,174,180,140,247,234,302
ENSG00000040531.14,622,492,507,370,711,421,380,352,297,444,384,574
ENSG00000040608.14,592,452,492,97,191,83,135,189,166,246,274,264
ENSG00000040633.13,3230,2678,3066,1452,2340,1780,1407,1255,1114,1462,1664,2034
ENSG00000040731.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000040933.15,2069,1690,1772,918,1661,956,716,477,532,879,1106,1142
ENSG00000041353.10,506,474,438,2546,4017,1724,779,685,643,893,1187,1202
ENSG00000041357.16,14350,11669,13597,4677,8421,6221,7055,6308,4777,6816,8437,11567
ENSG00000041515.16,13,6,0,6,14,3,9,5,5,12,11,8
ENSG00000041802.11,3745,2732,2960,2295,4046,2670,2654,2048,1858,2191,2018,3228
ENSG00000041880.14,815,866,833,653,1174,745,519,377,320,660,972,833
ENSG00000041982.16,458,482,415,76,85,60,19,11,13,89,90,114
ENSG00000041988.15,774,570,678,328,657,453,271,266,160,421,438,513
ENSG00000042062.13,141,88,74,6,9,10,13,3,3,87,51,46
ENSG00000042088.14,2416,1841,1903,1196,1983,1320,1112,861,763,1189,1279,1547
ENSG00000042286.15,3727,2815,3127,2179,3662,2833,2055,1578,1373,2346,1959,3139
ENSG00000042304.11,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000042317.17,204,189,165,144,248,129,95,91,88,134,239,183
ENSG00000042429.12,206,175,184,154,251,184,114,103,79,118,137,145
ENSG00000042445.14,3367,3232,3175,2764,5059,3453,3474,2982,2563,3328,4339,4702
ENSG00000042493.16,4494,4547,5270,5392,10041,8461,7394,8297,6458,6949,9677,10920
ENSG00000042753.11,8163,6051,7535,3867,6653,5646,3309,3409,2455,4342,4456,6245
ENSG00000042781.13,6,2,2,5,20,10,3,7,4,7,2,1
ENSG00000042813.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000042832.12,3,0,0,3,4,0,1,0,2,0,0,1
ENSG00000042980.13,0,0,0,0,8,2,4,6,5,7,25,13
ENSG00000043039.7,2,0,1,0,0,0,0,0,0,4,1,5
ENSG00000043093.15,3435,2735,2718,2079,3661,2219,2243,1738,1474,2081,2514,2954
ENSG00000043143.20,5277,4068,3826,2964,5039,3015,2674,2186,2191,3842,4471,4598
ENSG00000043355.12,2916,2436,2574,1360,2459,1590,953,758,603,1408,1400,1754
ENSG00000043462.12,6,2,4,2,0,1,0,0,0,0,1,0
ENSG00000043514.17,1759,1509,1657,1036,1701,1188,919,768,619,875,1049,1312
ENSG00000043591.6,96,68,68,38,56,56,17,18,11,54,25,77
ENSG00000044012.4,0,0,2,0,1,0,3,1,5,3,1,4
ENSG00000044090.8,1149,1130,1137,617,1137,744,443,325,324,705,905,780
ENSG00000044115.21,35354,29895,28869,22231,38302,26150,19059,14550,14784,22026,27393,28886
ENSG00000044446.12,844,770,740,570,1002,586,444,310,338,596,675,740
ENSG00000044459.15,1205,903,876,490,1060,550,520,328,388,529,651,720
ENSG00000044524.11,0,0,0,4,4,4,0,0,0,0,2,0
ENSG00000044574.8,59124,47654,49690,35012,58694,42684,36373,33797,26354,38951,39011,57364
ENSG00000046604.13,10387,8478,7157,5761,10372,5943,6633,4283,5033,6614,9293,8787
ENSG00000046647.13,453,421,457,189,366,239,179,193,176,254,336,380
ENSG00000046651.15,1756,1537,1627,895,1541,993,1027,737,644,910,1312,1391
ENSG00000046653.15,31,37,13,9,32,13,26,10,11,15,16,27
ENSG00000046774.10,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000046889.19,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000047056.16,1972,1723,1632,1138,1950,1271,867,777,718,1036,1253,1491
ENSG00000047188.16,2610,2160,2111,1636,3261,1876,1757,1155,1262,1639,2043,2304
ENSG00000047230.15,1719,1460,1471,993,1656,1076,893,721,652,892,1321,1219
ENSG00000047249.18,3724,2895,3238,2252,3866,2711,1899,1818,1595,2051,2699,2929
ENSG00000047315.16,8696,6987,7102,5700,9586,6281,5765,4159,4222,5259,6416,7944
ENSG00000047346.12,344,399,230,115,265,76,200,94,124,223,480,266
ENSG00000047365.12,885,694,585,434,705,369,629,346,380,504,628,707
ENSG00000047410.14,12480,10327,8722,7307,13089,7051,6183,3165,4383,6259,8039,8382
ENSG00000047457.14,8,11,8,2,1,0,3,0,3,2,27,3
ENSG00000047578.13,1408,1280,1117,1077,1976,1247,830,593,687,1094,1340,1300
ENSG00000047579.19,763,583,645,404,719,542,261,256,196,313,393,504
ENSG00000047597.7,258,203,190,413,666,344,442,266,279,217,248,259
ENSG00000047617.15,1,2,4,0,4,1,0,0,0,1,2,0
ENSG00000047621.12,1767,1348,1279,1192,2074,1201,1320,970,925,1109,1016,1594
ENSG00000047634.15,1192,896,918,718,1294,731,644,474,401,531,536,787
ENSG00000047644.18,554,446,395,1745,2966,1785,850,597,704,1217,1349,1293
ENSG00000047648.23,2,4,1,4,10,1,1,0,3,0,0,2
ENSG00000047662.5,5,2,8,3,6,3,4,2,2,1,6,7
ENSG00000047849.21,16944,14997,13837,12853,21408,12613,8997,6156,6875,10643,13204,13321
ENSG00000047932.14,2999,2372,2262,1574,2734,1657,1344,1096,918,1418,1717,1930
ENSG00000047936.10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000048028.11,3046,2720,2386,2374,4263,2387,2025,1360,1448,2316,3119,2814
ENSG00000048052.21,273,132,168,58,121,79,48,47,44,127,106,149
ENSG00000048140.18,5598,4460,5122,3339,5669,4278,2552,2415,1706,3229,3482,4400
ENSG00000048162.20,2173,1376,2037,1152,2070,1788,1177,1302,944,954,867,1980
ENSG00000048342.16,469,434,399,224,331,251,139,106,86,214,459,260
ENSG00000048392.11,2215,1753,1673,1991,3464,1983,1562,1172,1093,1518,2031,2045
ENSG00000048405.10,1517,1059,1032,1248,2095,1123,1195,830,803,1157,1267,1471
ENSG00000048462.11,0,1,1,2,2,0,2,0,0,2,0,0
ENSG00000048471.14,629,549,422,472,799,473,317,183,277,442,526,498
ENSG00000048540.15,15,10,5,18,28,18,15,9,14,14,17,15
ENSG00000048544.6,8280,5939,6639,4294,7445,4720,4424,4058,3617,4142,4315,6082
ENSG00000048545.14,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000048649.13,6202,5605,5065,4105,7063,4189,3444,2053,2370,3582,5465,5073
ENSG00000048707.15,2622,2459,1634,1542,3009,1594,1572,701,1365,1530,2703,2043
ENSG00000048740.18,0,1,0,26,67,36,2,1,3,0,1,4
ENSG00000048828.17,22184,17024,16226,10517,18684,11282,13506,9755,9923,13575,15215,17824
ENSG00000048991.16,4080,3151,2861,2719,4495,2661,2948,2097,2180,2775,3114,3651
ENSG00000049089.15,19,29,19,38,50,21,7,7,6,14,15,17
ENSG00000049130.16,13627,10733,9640,17094,32674,17407,20880,13030,14294,16884,22347,22268
ENSG00000049167.14,676,487,523,412,710,404,368,257,230,354,412,459
ENSG00000049192.15,51,36,31,72,149,55,25,16,13,49,85,41
ENSG00000049239.12,2156,2257,1894,1323,2341,1510,784,652,697,1533,2613,1799
ENSG00000049245.13,6600,5355,5800,6241,10609,6992,5120,5059,4197,5144,6526,6799
ENSG00000049246.14,456,414,343,512,1010,507,369,180,256,616,745,629
ENSG00000049247.13,0,0,1,1,0,0,0,0,0,0,1,0
ENSG00000049249.8,20,8,6,46,76,48,7,9,3,17,8,8
ENSG00000049283.18,366,243,281,62,93,81,562,549,390,469,440,672
ENSG00000049323.16,325,345,340,1479,2480,1517,849,520,645,743,1116,942
ENSG00000049449.9,3208,2535,3031,2074,3966,3128,1488,1173,955,1889,2356,2742
